,sampling_week,effective_concentration_rolling_average,population,region,state,name,fipscode
314,2022-02-16,162.45595175847822,"1,000,000-3,000,000",West,CA,"Sacramento County, CA",06067
315,2022-02-23,95.61897174859033,"1,000,000-3,000,000",West,CA,"Sacramento County, CA",06067
316,2021-06-16,12.866657584705752,"30,000-100,000",West,CA,"San Diego County, CA",06073
317,2021-06-23,35.23604770817534,"30,000-100,000",West,CA,"San Diego County, CA",06073
318,2021-06-30,110.7644291326614,"30,000-100,000",West,CA,"San Diego County, CA",06073
319,2021-07-07,173.4120475221769,"30,000-100,000",West,CA,"San Diego County, CA",06073
320,2021-07-14,129.68314829983737,"30,000-100,000",West,CA,"San Diego County, CA",06073
321,2021-07-21,144.2278204323505,"30,000-100,000",West,CA,"San Diego County, CA",06073
322,2021-07-28,190.66069425445207,"30,000-100,000",West,CA,"San Diego County, CA",06073
323,2021-08-04,201.2736218100406,"30,000-100,000",West,CA,"San Diego County, CA",06073
324,2021-08-11,324.5415981281801,"30,000-100,000",West,CA,"San Diego County, CA",06073
325,2021-08-18,326.4944745978024,"30,000-100,000",West,CA,"San Diego County, CA",06073
326,2022-01-26,439.34056651771306,"30,000-100,000",West,CA,"San Diego County, CA",06073
327,2022-02-02,342.8752698402304,"30,000-100,000",West,CA,"San Diego County, CA",06073
328,2022-02-09,199.25576394162712,"30,000-100,000",West,CA,"San Diego County, CA",06073
329,2022-02-16,192.64504735668825,"30,000-100,000",West,CA,"San Diego County, CA",06073
330,2022-02-23,125.02535617072635,"30,000-100,000",West,CA,"San Diego County, CA",06073
331,2022-03-02,133.93566262262445,"30,000-100,000",West,CA,"San Diego County, CA",06073
332,2021-06-09,45.73406059631516,"100,000-300,000",West,CA,"Sonoma County, CA",06097
333,2021-06-16,49.41593921064592,"100,000-300,000",West,CA,"Sonoma County, CA",06097
334,2021-06-23,64.28771536665737,"100,000-300,000",West,CA,"Sonoma County, CA",06097
335,2021-06-30,103.68058654728908,"100,000-300,000",West,CA,"Sonoma County, CA",06097
336,2021-07-07,129.89896528562616,"100,000-300,000",West,CA,"Sonoma County, CA",06097
337,2021-07-14,201.09215532955616,"100,000-300,000",West,CA,"Sonoma County, CA",06097
338,2021-07-21,269.0748939374337,"100,000-300,000",West,CA,"Sonoma County, CA",06097
339,2021-07-28,390.6473471926272,"100,000-300,000",West,CA,"Sonoma County, CA",06097
340,2021-08-04,404.2728722592754,"100,000-300,000",West,CA,"Sonoma County, CA",06097
341,2021-08-11,370.1797378808436,"100,000-300,000",West,CA,"Sonoma County, CA",06097
342,2021-08-18,225.4334592990548,"100,000-300,000",West,CA,"Sonoma County, CA",06097
343,2022-02-02,236.23452232775549,"100,000-300,000",West,CA,"Sonoma County, CA",06097
344,2022-02-09,197.8344185682376,"100,000-300,000",West,CA,"Sonoma County, CA",06097
345,2022-02-16,130.19217364388768,"100,000-300,000",West,CA,"Sonoma County, CA",06097
346,2022-02-23,75.66847230068466,"100,000-300,000",West,CA,"Sonoma County, CA",06097
347,2020-03-25,36.63175022442091,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
348,2020-04-15,133.90464520394494,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
349,2020-04-29,233.5536693117588,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
350,2020-05-06,213.32983219714788,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
351,2020-05-13,70.58226754239497,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
352,2020-05-20,60.85113141404367,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
353,2020-05-27,69.74039524112713,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
354,2020-06-03,62.54177914540937,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
355,2020-06-10,62.44148163002487,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
356,2020-06-17,45.039863367821,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
357,2020-06-24,22.151919754755664,"300,000-1,000,000",West,CO,"Arapahoe County, CO",08005
358,2020-07-01,23.854209807772182,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
359,2020-07-08,48.284264165390574,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
360,2020-07-29,62.045397621076255,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
361,2020-08-05,34.73156132016871,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
362,2020-08-12,20.64866954522279,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
363,2020-08-26,34.2068612463982,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
364,2020-09-09,38.441834834983005,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
365,2020-09-16,20.582000733553027,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
366,2020-09-23,43.89505515515478,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
367,2020-09-30,94.45955075425228,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
368,2020-10-07,109.39658692966503,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
369,2020-10-14,122.34301494602722,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
370,2020-10-21,199.7035593733009,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
371,2020-10-28,271.1738090384531,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
372,2020-11-04,513.7653904885424,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
373,2020-11-11,695.6449866914904,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
374,2020-11-18,539.7727309317546,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
375,2020-11-25,317.7310194723686,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
376,2020-12-02,295.9452352429787,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
377,2020-12-09,328.44490551371786,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
378,2020-12-16,366.87995702050375,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
379,2020-12-23,284.002519333192,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
380,2021-01-20,125.357584574781,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
381,2021-01-27,114.3551593367846,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
382,2021-02-03,90.30378385468718,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
383,2021-02-17,68.88525760654453,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
384,2021-02-24,56.56144858361443,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
385,2021-03-03,53.28815194611081,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
386,2021-03-17,73.53954856272478,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
387,2021-03-24,125.9977955720674,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
388,2021-03-31,127.74010635334264,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
389,2021-04-07,105.34648325558148,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
390,2021-04-14,131.6946385477244,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
391,2021-04-21,159.93806035726723,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
392,2021-04-28,133.68228846914715,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
393,2021-05-05,93.17546485670928,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
394,2021-05-12,59.57691757051632,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
395,2021-05-19,72.19073192552311,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
396,2021-06-02,52.86715147235653,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
397,2021-06-09,48.87437130608912,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
398,2021-06-16,72.97241062415092,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
399,2021-06-23,81.6056516354706,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
400,2021-06-30,94.17992161325807,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
401,2021-07-07,61.67686303001587,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
402,2021-07-14,107.01945449205682,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
403,2021-07-21,205.4436587393724,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
404,2021-07-28,277.8714181279403,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
405,2021-08-04,308.1186620611766,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
406,2021-08-11,331.59580808937466,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
407,2021-08-18,374.3660632955784,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
408,2021-08-25,435.7363085584954,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
409,2021-09-08,464.3456634030802,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
410,2021-09-15,339.659776145021,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
411,2021-09-22,249.35898903413235,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
412,2021-09-29,410.0824502024416,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
413,2021-10-06,489.07640362955925,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
414,2021-10-13,333.5424580912954,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
415,2021-10-20,551.0241920126647,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
416,2021-10-27,1006.784912831874,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
417,2021-11-03,815.6331490838757,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
418,2021-11-10,657.6948317793396,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
419,2021-11-17,1018.8707576132856,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
420,2021-11-24,1391.6730317329266,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
421,2021-12-01,951.322850615294,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
422,2021-12-08,616.3721338505497,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
423,2021-12-15,1388.0144997208529,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
424,2021-12-29,3337.466872380277,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
425,2022-01-05,3421.654562789061,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
426,2022-01-19,1513.375936279791,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
427,2022-01-26,812.0275365137608,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
428,2022-02-02,412.3901076077823,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
429,2022-02-09,162.41229184782665,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
430,2022-02-23,141.30231357423924,"100,000-300,000",West,CO,"Arapahoe County, CO",08005
431,2020-04-15,39.93158110446133,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
432,2020-04-22,29.690885901473774,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
433,2020-04-29,19.71485540952924,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
434,2020-05-06,10.321576110513991,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
435,2020-05-13,1.759677784998512,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
436,2020-05-27,0.0,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
437,2020-06-17,30.54034540306219,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
438,2020-06-24,10.027415413016596,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
439,2020-07-01,15.1934357318961,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
440,2020-07-08,14.68410869223492,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
441,2020-07-22,57.86483281082343,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
442,2020-08-05,97.1633487284173,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
443,2020-08-12,27.01683450795776,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
444,2020-08-19,4.589603987660068,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
445,2020-08-26,5.2526799995556255,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
446,2020-09-02,20.8506065799526,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
447,2020-09-16,24.17902779814213,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
448,2020-09-30,32.20244072892844,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
449,2020-10-07,30.96465324023755,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
450,2020-10-14,58.04504431486814,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
451,2020-10-21,57.96041752974498,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
452,2020-10-28,139.21262716455382,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
453,2020-11-04,332.5049298296459,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
454,2020-11-11,464.04116995543,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
455,2020-11-18,719.5973906507097,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
456,2020-11-25,534.0512752917854,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
457,2020-12-02,482.21332171690665,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
458,2020-12-09,518.023733456408,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
459,2020-12-16,733.1181078175783,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
460,2020-12-23,700.2194330695417,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
461,2020-12-30,1048.8025991337906,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
462,2021-01-06,631.0492908678001,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
463,2021-01-13,479.7193634873144,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
464,2021-01-20,457.6571598781821,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
465,2021-01-27,466.3338419436613,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
466,2021-02-03,689.5626228792144,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
467,2021-02-10,431.5993331615196,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
468,2021-02-17,285.8813499862072,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
469,2021-02-24,343.3341610037892,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
470,2021-03-03,257.8610270889943,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
471,2021-03-10,229.96073097319425,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
472,2021-03-17,55.15722971901236,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
473,2021-03-24,142.54708333189296,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
474,2021-03-31,548.063294351474,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
475,2021-04-07,484.5797633262238,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
476,2021-04-14,449.2567775560735,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
477,2021-04-21,553.3248332108043,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
478,2021-04-28,214.49518127797,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
479,2021-05-05,71.14712927428755,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
480,2021-05-12,29.174566989270417,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
481,2021-05-19,22.87959232176625,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
482,2021-05-26,16.581399075265292,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
483,2021-06-02,16.717308036706523,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
484,2021-06-09,19.861748945293296,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
485,2021-06-16,7.326617904529666,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
486,2021-06-23,19.753148937030304,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
487,2021-06-30,37.58248356024982,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
488,2021-07-07,21.432827097015945,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
489,2021-07-14,36.25163698309749,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
490,2021-07-21,153.86817057561018,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
491,2021-07-28,184.4417309328402,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
492,2021-08-04,205.76489314811727,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
493,2021-08-11,175.94787959927672,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
494,2021-08-18,153.29260060477233,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
495,2021-08-25,214.0146746518064,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
496,2021-09-01,306.53528640636165,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
497,2021-09-08,222.94183893125972,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
498,2021-09-15,419.26445083659536,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
499,2021-09-22,525.3851476206052,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
500,2021-09-29,264.1373558545668,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
501,2021-10-06,189.92707629646137,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
502,2021-10-13,157.73552424740754,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
503,2021-10-20,79.80860592850233,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
504,2021-10-27,111.28556818304072,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
505,2021-11-03,200.53292109799108,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
506,2021-11-10,145.13911393990284,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
507,2021-11-17,352.52739044203366,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
508,2021-11-24,548.878453166852,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
509,2021-12-01,748.1948810062767,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
510,2021-12-08,846.4404692835014,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
511,2021-12-15,1933.5473811043523,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
512,2021-12-22,3245.756155617957,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
513,2021-12-29,5452.933055133427,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
514,2022-01-05,5124.079717282706,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
515,2022-01-12,2279.0207108165546,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
516,2022-01-19,1073.4956176308665,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
517,2022-01-26,866.1140665551831,"30,000-100,000",Northeast,CT,"Fairfield County, CT",09001
